dgp,setting,linearity_degree,N,method,mean,sd,rmse,estimand_type,estimand_id
staggered,D_ramp_nt30,3,200,synthdid,-17.914848719616952,3.0097743728276782,18.16467045429712,ATT,ATT
staggered,D_ramp_nt30,3,200,twfe,-5.416722783736599,2.447038777948227,5.941291484410574,ATT,ATT
staggered,D_ramp_nt40,1,200,synthdid,-17.63499706070842,3.0015203197882907,17.887347481953444,ATT,ATT
staggered,D_ramp_nt40,1,200,twfe,-3.6870851208262496,2.51340716228989,4.4587247250588575,ATT,ATT
staggered,D_ramp_nt40,2,200,synthdid,-17.634997060708415,3.0015203197882827,17.887347481953434,ATT,ATT
staggered,D_ramp_nt40,2,200,twfe,-3.6870851208262496,2.51340716228989,4.4587247250588575,ATT,ATT
staggered,D_ramp_nt40,3,200,synthdid,-17.599261566305636,3.0308472555128403,17.857046580833604,ATT,ATT
staggered,D_ramp_nt40,3,200,twfe,-3.6416792485898246,2.501190284291735,4.414351687808068,ATT,ATT
staggered,D_staggered,1,200,synthdid,-18.10046938268811,2.9173322042007355,18.331740528149528,ATT,ATT
staggered,D_staggered,1,200,twfe,-6.633118644779504,2.1960184621079137,6.98373360537049,ATT,ATT
staggered,D_staggered,2,200,synthdid,-18.100469382688114,2.9173322042007293,18.331740528149528,ATT,ATT
staggered,D_staggered,2,200,twfe,-6.633118644779503,2.1960184621079146,6.98373360537049,ATT,ATT
staggered,D_staggered,3,200,synthdid,-18.02022976038019,3.0155939027477623,18.26832091729611,ATT,ATT
staggered,D_staggered,3,200,twfe,-6.633118644779503,2.1960184621079137,6.98373360537049,ATT,ATT
canonical,B1_baseline,1,200,did_dr,-0.43889176097069127,3.1157842093554944,3.1310790639529227,GATT,g=4_t=4
canonical,B1_baseline,1,200,doubleml,-0.5537073971613657,4.279757794744452,4.294153629707529,GATT,g=4_t=4
