setting,method,estimand_type,n_cells,n_reps,retention,mean_true,bias,abs_bias,rel_abs_bias,rmse,cover95,mcse_bias,never_treated_share,w_already_treated,w_earlier_vs_later,w_treated_vs_untreated,linearity_degree
D_ramp_nt10,synthdid,ATT,1,200,1.0,5.3217438432636825,-1.300323296218023,1.300323296218023,0.24434157947380075,1.329951167300561,0.005,0.0199780023455278,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,synthdid,ATT,1,200,1.0,5.330966224030968,-1.313885532768143,1.313885532768143,0.24646292577233,1.3750409383327078,0.08,0.0284323989077766,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,twfe,ATT,1,200,1.0,5.276193397701584,-0.2607162891748262,0.2607162891748262,0.04941370975681056,0.3152794488533242,0.885,0.0193974415701273,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,twfe,ATT,1,200,1.0,5.28465171594592,-0.3862460209581564,0.3862460209581564,0.07308826422613562,0.4243394627058259,0.69,0.0178747569855859,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt25,twfe,ATT,1,200,1.0,5.292340250223015,-0.4681556268758477,0.4681556268758477,0.08845909460490943,0.4985356562131802,0.5,0.0170199933762877,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,1
D_ramp_nt20,twfe,ATT,1,200,1.0,5.302292602742,-0.5725054296164309,0.5725054296164309,0.10797318679100593,0.5995663355731913,0.24,0.0163028224173899,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,1
D_ramp_nt10,twfe,ATT,1,200,1.0,5.321743843263681,-0.8892186289559366,0.8892186289559366,0.16709158786015582,0.9079123104186066,0.005,0.0153694063817941,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,twfe,ATT,1,200,1.0,5.33096622403097,-1.181279853645703,1.181279853645703,0.22158832076645332,1.1934721101876993,0.0,0.0147094633783563,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,corrected,ES,4,200,1.0,5.459783068535404,-0.005996443731341925,0.011257116876465075,0.0022432840521912907,0.2087205375292315,0.99375,0.024310848758557574,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,corrected,ES,4,200,1.0,5.4685570725243995,-0.011821430211527675,0.011821430211527675,0.00242440145724448,0.22060065840537918,0.99125,0.023418958645823374,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt10,corrected,ES,4,200,1.0,5.504666877058478,0.06647364048820327,0.07611494114797632,0.013051011553849337,0.5010007808235024,0.98,0.037319249782510076,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,corrected,ES,4,200,1.0,5.5133860571414885,0.22047398500306875,0.25787872409046203,0.04427319382733985,0.9782397481570921,0.95375,0.06744495545378147,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,did2s,ES,4,200,1.0,5.459783068535403,-0.0101032421990945,0.0101032421990945,0.0018451523442863213,0.2364387127638352,0.99625,0.026249819721171873,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,did2s,ES,4,200,1.0,5.4685570725243995,-0.0131101135507637,0.0131101135507637,0.002409145312414333,0.23234862171598397,0.995,0.024178681428203598,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt25,did2s,ES,4,200,1.0,5.475819888078235,-0.012235771667541976,0.012235771667541976,0.0022368332306511966,0.23104835589805878,0.99375,0.023431394568065225,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,1
D_ramp_nt20,did2s,ES,4,200,1.0,5.486544015628937,-0.00863324607553875,0.00863324607553875,0.0015826475627531938,0.2329209712269191,0.9924999999999999,0.02282021143692885,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,1
D_ramp_nt10,did2s,ES,4,200,1.0,5.504666877058478,-0.006095784734753525,0.006095784734753525,0.0011035890033690137,0.2636235987204561,0.99125,0.023623794127468924,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,did2s,ES,4,200,1.0,5.513386057141489,-0.004845306117702375,0.007825509881448376,0.0014528647366275939,0.34643469728549037,0.98125,0.028512344899937626,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,plain,ES,4,200,1.0,5.459783068535404,-0.048048433571155055,0.09996198789501935,0.018608655671123395,0.19717868377503578,0.8975,0.020702280727427774,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,plain,ES,4,200,1.0,5.4685570725243995,-0.06367379250830175,0.11305845188014205,0.020703557332084732,0.2046430183308688,0.87625,0.0194272235000765,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt10,plain,ES,4,200,1.0,5.504666877058478,-0.1990283848294897,0.24195474803192524,0.04182214818444588,0.3217926697075797,0.7424999999999999,0.0188242226251994,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,plain,ES,4,200,1.0,5.5133860571414885,-0.35436131107874685,0.3785964933709165,0.06383333884356762,0.45435284739776255,0.63125,0.02042979753369705,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,twfe,ES,4,200,1.0,5.459783068535404,-0.07070617122224955,0.18290000306830556,0.0350969499962744,0.31018029586158846,0.97,0.0261600491267789,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,twfe,ES,4,200,1.0,5.4685570725243995,-0.20118566712797198,0.30852148195168705,0.05580495023081734,0.39370539185409603,0.94875,0.0244549648600479,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt25,twfe,ES,4,200,1.0,5.475819888078235,-0.29552138366169384,0.3956777932384271,0.07000058467090851,0.46635548508958025,0.9,0.02392989044266725,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,1
D_ramp_nt20,twfe,ES,4,200,1.0,5.486544015628937,-0.4209118914614557,0.5068531241583198,0.08785638136895121,0.5705471448398945,0.78375,0.023556516402397448,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,1
D_ramp_nt10,twfe,ES,4,200,1.0,5.504666877058478,-0.8670071232652052,0.8811464237874455,0.14724235317882706,0.9539384943154519,0.4,0.025234467526610325,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,twfe,ES,4,200,1.0,5.5133860571414885,-1.3825907756232747,1.3825907756232747,0.23363263146116897,1.4339804268470053,0.23750000000000002,0.0282866497804653,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,corrected,GATT,9,200,1.0,5.3427138471545215,-0.00883959244016268,0.023837787978372414,0.00503111037879024,0.3131388029343432,0.991111111111111,0.03227072132287615,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,corrected,GATT,9,200,1.0,5.343509899783556,-0.014519906814988246,0.03532910086793211,0.007399700933931645,0.32927936063827634,0.9877777777777779,0.031731265023291794,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt10,corrected,GATT,9,200,1.0,5.350744098597512,0.0416039187001691,0.11256783411669484,0.019048319260889575,0.7385140618964618,0.9611111111111111,0.05414353462123058,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,corrected,GATT,9,200,1.0,5.347750327196683,0.1513622424004305,0.33866689518370535,0.05853507252090758,1.5315840873728588,0.9388888888888888,0.10587845232503443,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,did_dr,GATT,9,200,1.0,5.342713847154522,-0.009367403074402543,0.013450936353895234,0.0030088584268417443,0.2790974848337763,0.9933333333333333,0.030588710254957567,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,did_dr,GATT,9,200,1.0,5.343509899783556,-0.007742041122485644,0.0142065108437292,0.003235407415349865,0.28422328973135874,0.9922222222222222,0.029704298064290043,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt25,did_dr,GATT,9,200,1.0,5.345413635983718,-0.008087875731784612,0.012284622216981123,0.0027954703728065335,0.2928949381099385,0.99,0.02964320929564336,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,1
D_ramp_nt20,did_dr,GATT,9,200,1.0,5.347863419040568,-0.0049001341964937,0.0173473696579131,0.0039009946946485766,0.30422120704100064,0.9866666666666666,0.02923191525791333,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,1
D_ramp_nt10,did_dr,GATT,9,200,1.0,5.350744098597512,-0.007957528601484111,0.016731336744487624,0.0034831520901649543,0.3769411307482115,0.9633333333333334,0.032508046605619734,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,did_dr,GATT,9,184,0.92,5.347647769250771,0.002622358344083445,0.03343161031233969,0.007408716766037598,0.5702378257821219,0.9057971014492754,0.04604302372902327,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,doubleml,GATT,9,199,0.995,5.342251835615095,-0.010981429331363845,0.023199504073437308,0.005216773012668577,0.40909953971111135,0.9888860971524287,0.036768043898524456,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,doubleml,GATT,9,200,1.0,5.343509899783556,-0.014478858728143144,0.0233490808978219,0.005204022656814137,0.4054793489837474,0.9861111111111112,0.03599389843785908,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt25,doubleml,GATT,9,200,1.0,5.345413635983718,-0.008054980066231156,0.01718220892212211,0.003489272354556409,0.41764124665746144,0.99,0.03617898298692982,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,1
D_ramp_nt20,doubleml,GATT,9,200,1.0,5.347863419040568,0.0037994858802513224,0.021107773066065563,0.00468379511751617,0.43096959621966746,0.9888888888888889,0.03595184056530521,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,1
D_ramp_nt10,doubleml,GATT,9,200,1.0,5.350744098597512,0.03272417992584274,0.08620104642460003,0.014918868808835754,1.4043844110075125,0.9877777777777779,0.10237902385698032,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,doubleml,GATT,9,185,0.925,5.346704722677911,-0.1384253044430109,0.19977200483444463,0.03848771805708612,2.8574949604795243,0.9867867867867868,0.21121276377986775,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,plain,GATT,9,200,1.0,5.3427138471545215,-0.008592807711847419,0.25083801025247,0.0460346498811485,0.3171609844323996,0.7388888888888889,0.024979854375374796,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,plain,GATT,9,200,1.0,5.343509899783556,-0.01895213028198443,0.2533449136183624,0.046328453339595746,0.31711432431826503,0.7266666666666667,0.02347056013992271,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt10,plain,GATT,9,200,1.0,5.350744098597512,-0.12161318464433989,0.29393736415348115,0.05002172123606835,0.3821793155626791,0.67,0.021539567370846932,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,plain,GATT,9,200,1.0,5.347750327196683,-0.24859599732599136,0.3571049675762865,0.05750604400708142,0.4622817336975815,0.6522222222222223,0.02231107212484519,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,wang,GATT,9,200,1.0,5.342713847154522,-0.009877275542383077,0.02088432644643212,0.004521481054510252,0.2932258335521627,0.9772222222222222,0.030400707319743134,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,1
D_ramp_nt30,wang,GATT,9,200,1.0,5.343509899783556,-0.008942979169736567,0.0209845341530877,0.0044932899087164035,0.2905139272092298,0.9666666666666666,0.02861830227969077,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,1
D_ramp_nt25,wang,GATT,9,200,1.0,5.345413635983718,-0.009801854472548633,0.022398414491737524,0.0047541335729176905,0.2997781568668051,0.9550000000000001,0.0284948648740121,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,1
D_ramp_nt20,wang,GATT,9,200,1.0,5.347863419040568,-0.003904584200596544,0.027597398498153212,0.005728652071834467,0.31177178458248506,0.9438888888888888,0.027653784632624478,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,1
D_ramp_nt10,wang,GATT,9,200,1.0,5.350744098597512,-0.010735006966418466,0.012296214881994179,0.0025122896028225428,0.3883799308458007,0.8555555555555556,0.030093537208092665,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,1
D_ramp_nt05,wang,GATT,9,200,1.0,5.347750327196683,-0.0031721678649661448,0.01569965876571199,0.003259376381701602,0.5364700453552308,0.695,0.0387147772970958,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,1
D_ramp_nt40,corrected,ATT,1,200,1.0,5.276193397701584,-0.0496757119125782,0.0496757119125782,0.009415066539110931,3.618647576241273,1.0,0.2583376235134773,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,corrected,ATT,1,200,1.0,5.28465171594592,0.3844981164268348,0.3844981164268348,0.07275751309526214,2.888330763390389,1.0,0.2030693615403175,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt10,corrected,ATT,1,200,1.0,5.321743843263681,0.1428715881281303,0.1428715881281303,0.026846761575903107,1.4697945051293626,0.98,0.1024255213636388,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,corrected,ATT,1,200,1.0,5.33096622403097,0.4045101473014252,0.4045101473014252,0.07587933036941245,2.316660902982536,0.965,0.1611225933542564,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,plain,ATT,1,200,1.0,5.276193397701584,-0.0103584033830107,0.0103584033830107,0.001963234211149847,0.1145932013609006,0.93,0.0166573873953951,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,plain,ATT,1,200,1.0,5.28465171594592,-0.0193212391355735,0.0193212391355735,0.0036561045408675754,0.1184878771116801,0.935,0.0153900109402197,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt10,plain,ATT,1,200,1.0,5.321743843263681,-0.1327243248264773,0.1327243248264773,0.02494000627153093,0.208460185486429,0.82,0.015248717491756,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,plain,ATT,1,200,1.0,5.33096622403097,-0.2684038714977862,0.2684038714977862,0.050348072041400904,0.3304585923971714,0.65,0.0172389180582244,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,synthdid,ATT,1,200,1.0,5.276193397701584,-1.2469826007831752,1.2469826007831752,0.2363413367914804,1.2648264701929388,0.0,0.0170628497723004,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,synthdid,ATT,1,200,1.0,5.284651715945921,-1.268631748068982,1.268631748068982,0.24005967020324334,1.28596796808927,0.0,0.0159525996522068,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt25,synthdid,ATT,1,200,1.0,5.292340250223016,-1.2798688478047635,1.2798688478047635,0.24183419570403294,1.2974441243466863,0.0,0.0161266020130871,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,2
D_ramp_nt20,synthdid,ATT,1,200,1.0,5.302292602742,-1.2904940478974274,1.2904940478974274,0.24338416315049607,1.3109478852873522,0.0,0.01665721892176,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,2
D_ramp_nt10,synthdid,ATT,1,200,1.0,5.3217438432636825,-1.300323296218023,1.300323296218023,0.24434157947380075,1.3299511673005613,0.005,0.0199780023455278,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,synthdid,ATT,1,200,1.0,5.330966224030968,-1.313885532768143,1.313885532768143,0.24646292577233,1.3750409383327078,0.08,0.0284323989077767,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,twfe,ATT,1,200,1.0,5.276193397701584,-0.2607162891748262,0.2607162891748262,0.04941370975681056,0.3152794488533242,0.885,0.0193974415701273,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,twfe,ATT,1,200,1.0,5.28465171594592,-0.3862460209581564,0.3862460209581564,0.07308826422613562,0.4243394627058259,0.69,0.0178747569855859,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt25,twfe,ATT,1,200,1.0,5.292340250223015,-0.4681556268758477,0.4681556268758477,0.08845909460490943,0.4985356562131802,0.5,0.0170199933762877,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,2
D_ramp_nt20,twfe,ATT,1,200,1.0,5.302292602742,-0.5725054296164309,0.5725054296164309,0.10797318679100593,0.5995663355731913,0.24,0.0163028224173899,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,2
D_ramp_nt10,twfe,ATT,1,200,1.0,5.321743843263681,-0.8892186289559366,0.8892186289559366,0.16709158786015582,0.9079123104186066,0.005,0.0153694063817941,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,twfe,ATT,1,200,1.0,5.33096622403097,-1.181279853645703,1.181279853645703,0.22158832076645332,1.1934721101876993,0.0,0.0147094633783563,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,corrected,ES,4,200,1.0,5.459783068535404,-0.013653011448410399,0.11590108039257334,0.0209778335443617,4.790295765185081,0.99,0.3415918131963452,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,corrected,ES,4,200,1.0,5.4685570725243995,0.45750843280972797,0.45750843280972797,0.08173471682196885,3.882945135775489,0.99125,0.273741980519913,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt10,corrected,ES,4,200,1.0,5.504666877058478,0.18423788170564,0.20784621772927017,0.03576154448527688,1.9482467616436057,0.97,0.13644896198691264,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,corrected,ES,4,200,1.0,5.5133860571414885,0.5105064718223031,0.5105064718223031,0.08768815582926927,3.3566593052621942,0.9612499999999999,0.23478478290189336,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,did2s,ES,4,200,1.0,5.459783068535403,-0.0101032421990945,0.0101032421990945,0.0018451523442863213,0.2364387127638352,0.99625,0.026249819721171873,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,did2s,ES,4,200,1.0,5.4685570725243995,-0.0131101135507637,0.0131101135507637,0.002409145312414333,0.23234862171598397,0.995,0.024178681428203598,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt25,did2s,ES,4,200,1.0,5.475819888078235,-0.012235771667541976,0.012235771667541976,0.0022368332306511966,0.23104835589805878,0.99375,0.023431394568065225,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,2
D_ramp_nt20,did2s,ES,4,200,1.0,5.486544015628937,-0.00863324607553875,0.00863324607553875,0.0015826475627531938,0.2329209712269191,0.9924999999999999,0.02282021143692885,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,2
D_ramp_nt10,did2s,ES,4,200,1.0,5.504666877058478,-0.006095784734753525,0.006095784734753525,0.0011035890033690137,0.2636235987204561,0.99125,0.023623794127468924,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,did2s,ES,4,200,1.0,5.513386057141489,-0.004845306117702375,0.007825509881448376,0.0014528647366275939,0.34643469728549037,0.98125,0.028512344899937626,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,plain,ES,4,200,1.0,5.459783068535404,-0.05658211286777488,0.10748106735609914,0.019856929025756226,0.21287554242327245,0.8775,0.02139825655406585,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,plain,ES,4,200,1.0,5.4685570725243995,-0.06951362331110919,0.1201113725419152,0.021930256066994037,0.21945457369611515,0.86625,0.0198720942858527,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt10,plain,ES,4,200,1.0,5.504666877058478,-0.21526765778297552,0.25586015517605754,0.04404568482032078,0.34056265041154477,0.73125,0.019401705763703224,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,plain,ES,4,200,1.0,5.5133860571414885,-0.3796214385896334,0.40026496167091397,0.06730261113417348,0.4818442645602069,0.615,0.0213056584055505,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,twfe,ES,4,200,1.0,5.459783068535404,-0.07070617122224955,0.18290000306830556,0.0350969499962744,0.31018029586158846,0.97,0.0261600491267789,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,twfe,ES,4,200,1.0,5.4685570725243995,-0.20118566712797198,0.30852148195168705,0.05580495023081734,0.39370539185409603,0.94875,0.0244549648600479,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt25,twfe,ES,4,200,1.0,5.475819888078235,-0.29552138366169384,0.3956777932384271,0.07000058467090851,0.46635548508958025,0.9,0.02392989044266725,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,2
D_ramp_nt20,twfe,ES,4,200,1.0,5.486544015628937,-0.4209118914614557,0.5068531241583198,0.08785638136895121,0.5705471448398945,0.78375,0.023556516402397448,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,2
D_ramp_nt10,twfe,ES,4,200,1.0,5.504666877058478,-0.8670071232652052,0.8811464237874455,0.14724235317882706,0.9539384943154519,0.4,0.025234467526610325,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,twfe,ES,4,200,1.0,5.5133860571414885,-1.3825907756232747,1.3825907756232747,0.23363263146116897,1.4339804268470053,0.23750000000000002,0.0282866497804653,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,corrected,GATT,9,200,1.0,5.3427138471545215,-0.06026672209988339,0.17967332712303835,0.034104285196039266,5.409189762955301,0.9877777777777779,0.3852039721926584,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,corrected,GATT,9,200,1.0,5.343509899783556,0.37377606088807,0.37377606088806997,0.07988467003199312,4.344235957187433,0.9844444444444443,0.30763563813566047,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt10,corrected,GATT,9,200,1.0,5.350744098597512,0.14640292724414772,0.21855309190972352,0.036655724688603925,2.5541332472906704,0.9488888888888888,0.17964756591111264,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,corrected,GATT,9,200,1.0,5.347750327196683,0.42869618093284,0.4758003320122454,0.07304267026478553,4.502909595964522,0.9466666666666667,0.3170418927115495,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
D_ramp_nt40,did_dr,GATT,9,199,0.995,5.343488405676363,-0.005932276139991933,0.012091026226434978,0.0026082467881654546,0.28538987318634695,0.9949748743718592,0.031114792781534124,0.4,0.0765002249808596,0.1423103197415362,0.7811894552776042,2
D_ramp_nt30,did_dr,GATT,9,199,0.995,5.3428418867676655,-0.003745612251903922,0.015015085175633634,0.0032081296060629417,0.2900832613362604,0.9916610831937464,0.030024056179073888,0.3,0.0997907306255663,0.1861159313816823,0.7140933379927514,2
D_ramp_nt25,did_dr,GATT,9,199,0.995,5.345489511034798,-0.007079096399556734,0.016958556192644268,0.003333345471422438,0.3037836033641929,0.9893914014517029,0.030248310290541775,0.25,0.1156694565829944,0.2161656593135918,0.6681648841034138,2
D_ramp_nt20,did_dr,GATT,9,198,0.99,5.3491089233469555,-0.012203350773127633,0.026064135137057746,0.005597470337647243,0.3178636497241615,0.98542375175541,0.030154262550988322,0.2,0.1355908242163013,0.2538615667589874,0.6105476090247112,2
D_ramp_nt10,did_dr,GATT,9,192,0.96,5.347947258369296,-0.01870851529458388,0.027688042887704076,0.005518948858567688,0.3995672360153279,0.9603796773577701,0.03502783651706761,0.1,0.1955276342967005,0.3674233427442675,0.437049022959032,2
D_ramp_nt05,did_dr,GATT,9,157,0.785,5.3471990158063605,-0.021695330704942187,0.030399614812409943,0.00607396701043009,0.5850936412096489,0.9036746297663952,0.0500808582215238,0.05,0.2499790825645787,0.470983604530768,0.2790373129046532,2
