estimand_type,estimand_id,g,t,k,method,post_mean,post_median,sd,q025,q05,q95,q975,p_bayes_tail_min,p_bayes_two_sided,p_bayes,true,family,design,degree,N,rep,seed,task_estimator,target_g,target_t
GATT,g=4_t=7,4.0,7.0,3.0,full_panel_raw,3.944614496211916,3.938008419178608,0.15124952106556,3.68079422432224,3.713039944357991,4.206828387461092,4.246546639535219,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,full_panel_raw,,
ES,k=0,,,0.0,full_panel_raw,3.8161935641897538,3.812373066813919,0.1330032275990451,3.5532296902874414,3.5976043073835497,4.03313758315207,4.0758558409791,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,full_panel_raw,,
ES,k=1,,,1.0,full_panel_raw,3.823810823631496,3.825048775964158,0.1303674905805252,3.5555025643477864,3.6064608257820217,4.037464674324287,4.0758558409791,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,full_panel_raw,,
ES,k=2,,,2.0,full_panel_raw,3.878619562329932,3.8755242584072382,0.1307634037524218,3.622261760611144,3.672534094267348,4.098433688292737,4.129751212209474,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,full_panel_raw,,
ES,k=3,,,3.0,full_panel_raw,3.944614496211916,3.938008419178608,0.15124952106556,3.68079422432224,3.713039944357991,4.206828387461092,4.246546639535219,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,full_panel_raw,,
ATT,ATT,,,,full_panel_raw,3.8658096115907754,3.866924479614813,0.1095203646019077,3.655440677945345,3.6866425314579394,4.048625749872294,4.0791883770443,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,full_panel_raw,,
GATT,g=4_t=4,4.0,4.0,0.0,pooled_full_panel,3.812224285660507,3.817336084432928,0.1392131923525759,3.5439147452248383,3.5834427498161388,4.032081708322405,4.071029867677942,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
GATT,g=4_t=5,4.0,5.0,1.0,pooled_full_panel,3.8236836692511376,3.8276584597301593,0.1339374289713014,3.543785857334292,3.6021520712557145,4.029827256840216,4.070821625376254,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
GATT,g=4_t=6,4.0,6.0,2.0,pooled_full_panel,3.88652658359798,3.8867422815686616,0.1383112906391637,3.617431918061336,3.6638266227306,4.113614201276013,4.168010777033053,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
GATT,g=4_t=7,4.0,7.0,3.0,pooled_full_panel,3.9774353517474985,3.969399086245765,0.153831955539072,3.6947946101383256,3.736983621281553,4.235264093891747,4.297035757558862,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
ES,k=0,,,0.0,pooled_full_panel,3.812224285660507,3.817336084432928,0.1392131923525759,3.5439147452248383,3.5834427498161388,4.032081708322405,4.071029867677942,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
ES,k=1,,,1.0,pooled_full_panel,3.8236836692511376,3.8276584597301593,0.1339374289713014,3.543785857334292,3.6021520712557145,4.029827256840216,4.070821625376254,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
ES,k=2,,,2.0,pooled_full_panel,3.88652658359798,3.8867422815686616,0.1383112906391637,3.617431918061336,3.6638266227306,4.113614201276013,4.168010777033053,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
ES,k=3,,,3.0,pooled_full_panel,3.9774353517474985,3.969399086245765,0.153831955539072,3.6947946101383256,3.736983621281553,4.235264093891747,4.297035757558862,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
ATT,ATT,,,,pooled_full_panel,3.87496747256428,3.8748753982634048,0.1111837565773531,3.657601224444723,3.6932369580051145,4.05039849848514,4.092769493445744,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,pooled_full_panel,,
GATT,g=4_t=4,4.0,4.0,0.0,reduced_cell,3.786229046507223,3.790475586920211,0.2291430403362284,3.3355741035526973,3.3989210178322686,4.157289514156074,4.231275771261363,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,reduced_cell,4.0,4.0
GATT,g=4_t=5,4.0,5.0,1.0,reduced_cell,3.775623114598772,3.778754390617326,0.2319282581087472,3.3241930570936318,3.396771059294806,4.141987591487412,4.221954467684913,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,reduced_cell,4.0,5.0
GATT,g=4_t=6,4.0,6.0,2.0,reduced_cell,3.8822108735676064,3.882428980064055,0.2298233578267942,3.428132426122229,3.5043157933995546,4.273893971189335,4.349971496808791,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,reduced_cell,4.0,6.0
GATT,g=4_t=7,4.0,7.0,3.0,reduced_cell,4.0415584257241495,4.03882072458987,0.2403201462842589,3.5903455734636096,3.655662586588376,4.426212410499572,4.520248945791343,0.0,0.0,0.0,3.76213036212236,information_ablation,baseline,1,200,48,2805211715,reduced_cell,4.0,7.0
GATT,g=4_t=4,4.0,4.0,0.0,full_panel_raw,4.017092013577244,4.020844546980748,0.1273098655818519,3.7654619219907945,3.8003064964110993,4.224137479387769,4.264098553100244,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
GATT,g=4_t=5,4.0,5.0,1.0,full_panel_raw,4.034031603895552,4.033820097674964,0.123347746497936,3.79966727952615,3.841292605470569,4.236927107004986,4.289011554940423,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
GATT,g=4_t=6,4.0,6.0,2.0,full_panel_raw,4.017115208865048,4.01663524146954,0.1198410157589524,3.7810630780668375,3.817810991134964,4.208522867066529,4.244388318187056,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
GATT,g=4_t=7,4.0,7.0,3.0,full_panel_raw,4.015271769592391,4.017202376352733,0.1301606177366367,3.75709161967645,3.798010327865532,4.2274392239194825,4.263575638044468,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
ES,k=0,,,0.0,full_panel_raw,4.017092013577244,4.020844546980748,0.1273098655818519,3.7654619219907945,3.8003064964110993,4.224137479387769,4.264098553100244,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
ES,k=1,,,1.0,full_panel_raw,4.034031603895552,4.033820097674964,0.123347746497936,3.79966727952615,3.841292605470569,4.236927107004986,4.289011554940423,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
ES,k=2,,,2.0,full_panel_raw,4.017115208865048,4.01663524146954,0.1198410157589524,3.7810630780668375,3.817810991134964,4.208522867066529,4.244388318187056,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
ES,k=3,,,3.0,full_panel_raw,4.015271769592391,4.017202376352733,0.1301606177366367,3.75709161967645,3.798010327865532,4.2274392239194825,4.263575638044468,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
ATT,ATT,,,,full_panel_raw,4.020877648982558,4.020719210832002,0.1063887288247224,3.805509429309528,3.850698166076549,4.1929397767427865,4.227352408620287,0.0,0.0,0.0,3.859240604467774,information_ablation,baseline,1,200,96,1983594591,full_panel_raw,,
GATT,g=4_t=4,4.0,4.0,0.0,pooled_full_panel,4.007567513626552,4.008645355394242,0.13294214489439,3.746085485305053,3.785814423296344,4.228949182454045,4.276210455315213,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
GATT,g=4_t=5,4.0,5.0,1.0,pooled_full_panel,4.02922053484028,4.024700835184518,0.1256351704046605,3.789630100549663,3.826843926190496,4.239141271601712,4.282771098151208,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
GATT,g=4_t=6,4.0,6.0,2.0,pooled_full_panel,4.002293995081604,4.000438152496924,0.1285024100454314,3.7521984420304895,3.786385382353822,4.213158856859537,4.249022872373613,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
GATT,g=4_t=7,4.0,7.0,3.0,pooled_full_panel,3.999218198094111,4.001819540470528,0.1417670951244315,3.724901225848096,3.774573035446183,4.224935092239458,4.285394525397687,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
ES,k=0,,,0.0,pooled_full_panel,4.007567513626552,4.008645355394242,0.13294214489439,3.746085485305053,3.785814423296344,4.228949182454045,4.276210455315213,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
ES,k=1,,,1.0,pooled_full_panel,4.02922053484028,4.024700835184518,0.1256351704046605,3.789630100549663,3.826843926190496,4.239141271601712,4.282771098151208,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
ES,k=2,,,2.0,pooled_full_panel,4.002293995081604,4.000438152496924,0.1285024100454314,3.7521984420304895,3.786385382353822,4.213158856859537,4.249022872373613,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
ES,k=3,,,3.0,pooled_full_panel,3.999218198094111,4.001819540470528,0.1417670951244315,3.724901225848096,3.774573035446183,4.224935092239458,4.285394525397687,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
ATT,ATT,,,,pooled_full_panel,4.009575060410636,4.004321016634471,0.1068295305160138,3.8002915918460087,3.8409216741148033,4.1879890555098696,4.225387410847882,0.0,0.0,0.0,3.859240604467774,information_ablation,baseline,1,200,96,1983594591,pooled_full_panel,,
GATT,g=4_t=4,4.0,4.0,0.0,reduced_cell,4.188463697657993,4.1935043226748405,0.2214489673852655,3.739064509962808,3.829608152517692,4.55047358732411,4.6044570717149576,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,reduced_cell,4.0,4.0
GATT,g=4_t=5,4.0,5.0,1.0,reduced_cell,4.351027435583274,4.350289042488237,0.2273381732852623,3.917394196004343,3.986831007084064,4.740324923372336,4.807479114183274,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,reduced_cell,4.0,5.0
GATT,g=4_t=6,4.0,6.0,2.0,reduced_cell,4.220291385504795,4.222059052633744,0.2088572298633136,3.82219414321152,3.867314338124239,4.564251343757725,4.613806929250121,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,reduced_cell,4.0,6.0
GATT,g=4_t=7,4.0,7.0,3.0,reduced_cell,4.23147590052692,4.226219041315833,0.2359681514513862,3.75613564056046,3.852728726698907,4.631189014215529,4.725062899524715,0.0,0.0,0.0,3.859240604467775,information_ablation,baseline,1,200,96,1983594591,reduced_cell,4.0,7.0
GATT,g=4_t=4,4.0,4.0,0.0,full_panel_raw,3.7179358178187263,3.71615465053632,0.0677993536443451,3.592281365247762,3.611127968887136,3.8327584625503657,3.855992384646903,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
GATT,g=4_t=5,4.0,5.0,1.0,full_panel_raw,3.719120261968793,3.716435396663986,0.0655287519955604,3.597420430577196,3.619481048167777,3.831633300179365,3.855401859882664,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
GATT,g=4_t=6,4.0,6.0,2.0,full_panel_raw,3.6965239525676057,3.698551090104945,0.0637031158125168,3.564969367290006,3.591865807898038,3.800285761302778,3.823629483419952,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
GATT,g=4_t=7,4.0,7.0,3.0,full_panel_raw,3.68802668236432,3.690858752055593,0.0689823847348916,3.5463919698448816,3.5706159316022408,3.7971312793895393,3.815511620031696,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
ES,k=0,,,0.0,full_panel_raw,3.7179358178187263,3.71615465053632,0.0677993536443451,3.592281365247762,3.611127968887136,3.8327584625503657,3.855992384646903,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
ES,k=1,,,1.0,full_panel_raw,3.719120261968793,3.716435396663986,0.0655287519955604,3.597420430577196,3.619481048167777,3.831633300179365,3.855401859882664,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
ES,k=2,,,2.0,full_panel_raw,3.6965239525676057,3.698551090104945,0.0637031158125168,3.564969367290006,3.591865807898038,3.800285761302778,3.823629483419952,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
ES,k=3,,,3.0,full_panel_raw,3.68802668236432,3.690858752055593,0.0689823847348916,3.5463919698448816,3.5706159316022408,3.7971312793895393,3.815511620031696,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
ATT,ATT,,,,full_panel_raw,3.705401678679861,3.7053379824041057,0.0548250947026206,3.5983889592523286,3.617899908588152,3.796747940051049,3.819977409305289,0.0,0.0,0.0,3.7097058630367488,information_ablation,baseline,1,800,44,353271477,full_panel_raw,,
GATT,g=4_t=4,4.0,4.0,0.0,pooled_full_panel,3.7252742510032335,3.7250961224161,0.07142774743242,3.588849706918641,3.611286711367177,3.8430511575987096,3.873136261419434,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
GATT,g=4_t=5,4.0,5.0,1.0,pooled_full_panel,3.7267653695902383,3.723867674151277,0.0678413342051726,3.604761510544722,3.6200300360483952,3.8451106533162713,3.872620881270724,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
GATT,g=4_t=6,4.0,6.0,2.0,pooled_full_panel,3.6954648987455703,3.695160313669344,0.0643915967998784,3.564361247812477,3.587947788465057,3.798672594458114,3.816257407418127,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
GATT,g=4_t=7,4.0,7.0,3.0,pooled_full_panel,3.6838136120313134,3.686284198380605,0.0701490088329788,3.5397672800188387,3.562446330343481,3.7902487160099354,3.813817458333496,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
ES,k=0,,,0.0,pooled_full_panel,3.7252742510032335,3.7250961224161,0.07142774743242,3.588849706918641,3.611286711367177,3.8430511575987096,3.873136261419434,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
ES,k=1,,,1.0,pooled_full_panel,3.7267653695902383,3.723867674151277,0.0678413342051726,3.604761510544722,3.6200300360483952,3.8451106533162713,3.872620881270724,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
ES,k=2,,,2.0,pooled_full_panel,3.6954648987455703,3.695160313669344,0.0643915967998784,3.564361247812477,3.587947788465057,3.798672594458114,3.816257407418127,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
ES,k=3,,,3.0,pooled_full_panel,3.6838136120313134,3.686284198380605,0.0701490088329788,3.5397672800188387,3.562446330343481,3.7902487160099354,3.813817458333496,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
ATT,ATT,,,,pooled_full_panel,3.707829532842589,3.707110320110478,0.0535175471618632,3.606487100444415,3.620005955175937,3.794051484530077,3.806391681469375,0.0,0.0,0.0,3.7097058630367488,information_ablation,baseline,1,800,44,353271477,pooled_full_panel,,
GATT,g=4_t=4,4.0,4.0,0.0,reduced_cell,3.6968216287328426,3.696745286886842,0.1283088774197457,3.44608433868207,3.485063805739577,3.913484166514325,3.953537977490976,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,reduced_cell,4.0,4.0
GATT,g=4_t=5,4.0,5.0,1.0,reduced_cell,3.7500508221830575,3.748891592591836,0.1294888311918048,3.5043512141440987,3.5380814125445648,3.961342647900904,3.9874580173977,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,reduced_cell,4.0,5.0
GATT,g=4_t=6,4.0,6.0,2.0,reduced_cell,3.648805690727699,3.650633943295217,0.1321777717826762,3.388848090683945,3.430061864655316,3.854141200561545,3.9030100763216966,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,reduced_cell,4.0,6.0
GATT,g=4_t=7,4.0,7.0,3.0,reduced_cell,3.655741663200439,3.656533874776112,0.1303689465651041,3.4030454354460824,3.441143558871793,3.870533830836636,3.900273763214337,0.0,0.0,0.0,3.709705863036749,information_ablation,baseline,1,800,44,353271477,reduced_cell,4.0,7.0
GATT,g=4_t=4,4.0,4.0,0.0,full_panel_raw,3.721953963917844,3.722935972218232,0.0734598451665871,3.578428594399348,3.601935835567985,3.835185696488518,3.863264290287702,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
GATT,g=4_t=5,4.0,5.0,1.0,full_panel_raw,3.7311665825732714,3.735585879288948,0.0721688890314581,3.5884893686331143,3.6170261187460406,3.844527641412256,3.868902895515293,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
GATT,g=4_t=6,4.0,6.0,2.0,full_panel_raw,3.814115866581991,3.806744881906916,0.0761371415865727,3.674109442286903,3.697432478425933,3.9468435333763674,3.972378214442823,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
GATT,g=4_t=7,4.0,7.0,3.0,full_panel_raw,3.79583988304038,3.795068089626924,0.0758047939174277,3.650513648648032,3.670008900602655,3.9188839157637534,3.939956292149494,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
ES,k=0,,,0.0,full_panel_raw,3.721953963917844,3.722935972218232,0.0734598451665871,3.578428594399348,3.601935835567985,3.835185696488518,3.863264290287702,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
ES,k=1,,,1.0,full_panel_raw,3.7311665825732714,3.735585879288948,0.0721688890314581,3.5884893686331143,3.6170261187460406,3.844527641412256,3.868902895515293,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
ES,k=2,,,2.0,full_panel_raw,3.814115866581991,3.806744881906916,0.0761371415865727,3.674109442286903,3.697432478425933,3.9468435333763674,3.972378214442823,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
ES,k=3,,,3.0,full_panel_raw,3.79583988304038,3.795068089626924,0.0758047939174277,3.650513648648032,3.670008900602655,3.9188839157637534,3.939956292149494,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
ATT,ATT,,,,full_panel_raw,3.765769074028372,3.7647017653202095,0.0545519087714066,3.6592616247864713,3.6779255688810393,3.853019495017985,3.868343326415504,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,full_panel_raw,,
GATT,g=4_t=4,4.0,4.0,0.0,pooled_full_panel,3.717681804698841,3.7184706499473545,0.0724537981481531,3.582850903432272,3.600719441090474,3.840592426527377,3.862258620975601,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,pooled_full_panel,,
GATT,g=4_t=5,4.0,5.0,1.0,pooled_full_panel,3.7212113531739095,3.721287985311641,0.0729517779793433,3.578271732676251,3.5993084615943043,3.840919947675603,3.864560942680167,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,pooled_full_panel,,
GATT,g=4_t=6,4.0,6.0,2.0,pooled_full_panel,3.8170265468210887,3.814461954373661,0.081742452706307,3.671952506501453,3.687978147506651,3.961119171373937,3.99044447512738,0.0,0.0,0.0,3.729766232358621,information_ablation,baseline,1,800,92,2918278749,pooled_full_panel,,
