family,design,degree,N,rep,task_estimator,shard,n_shards,wave_id,n_waves,oracle_available,config_hash,base_seed,seed
correction_audit,oracle_canonical,1,800,12,oracle_current_hybrid,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,oracle_reference_fold_convolution,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,raw_structured,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,reference_fold_convolution_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,reference_fold_convolution_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,12,reference_fold_convolution_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,695984344
correction_audit,oracle_canonical,1,800,60,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,current_hybrid_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,current_hybrid_logit_clip01,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,current_hybrid_logit_clip05,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,current_hybrid_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,oracle_current_hybrid,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,oracle_reference_fold_convolution,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,raw_structured,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,reference_fold_convolution_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,reference_fold_convolution_logit,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,1,800,60,reference_fold_convolution_rf,0,48,0,1,True,1d4ec075e86f013d,20260829,277104014
correction_audit,oracle_canonical,2,200,8,current_hybrid_intercept,0,48,0,1,True,1d4ec075e86f013d,20260829,2432102751
